id,title,overview,genres,top_actors,director,popularity,poster_url
12770,Stealing Harvard,"John and his girlfriend have vowed to marry once they save $30,000 for their dream house. But the minute they achieve their financial goal, John finds out his niece has been accepted at Harvard, and he's reminded of his promise to pay for her tuition (nearly $30,000). John's friend Duff convinces him to turn to petty crime to make the payment … but Duff's hare-brained schemes spin quickly out of control.","['Action', 'Comedy', 'Drama']","['Jason Lee', 'Tom Green', 'Leslie Mann']",Bruce McCulloch,7.321181,https://image.tmdb.org/t/p/w500/iCHAn0eVAXwybuzoQO598aKMVJD.jpg
276907,Legend,"Suave, charming and volatile, Reggie Kray and his unstable twin brother Ronnie start to leave their mark on the London underworld in the 1960s. Using violence to get what they want, the siblings orchestrate robberies and murders while running nightclubs and protection rackets. With police Detective Leonard ""Nipper"" Read hot on their heels, the brothers continue their rapid rise to power and achieve tabloid notoriety.","['Crime', 'Thriller']","['Tom Hardy', 'Emily Browning', 'Christopher Eccleston']",Brian Helgeland,32.854557,https://image.tmdb.org/t/p/w500/4shf5Alq4KWCKqrAAQe0JGJHYp5.jpg
10074,Hot Rod,"For Rod Kimball, performing stunts is a way of life, even though he is rather accident-prone. Poor Rod cannot even get any respect from his stepfather, Frank, who beats him up in weekly sparring matches. When Frank falls ill, Rod devises his most outrageous stunt yet to raise money for Frank's operation -- and then Rod will kick Frank's butt.","['Action', 'Comedy']","['Andy Samberg', 'Isla Fisher', 'Bill Hader']",Akiva Schaffer,6.309587,https://image.tmdb.org/t/p/w500/jRkt03dXCVKnbvcQm3ygU1cjg9Y.jpg
65055,Shark Night,A weekend at a lake house in the Louisiana Gulf turns into a nightmare for seven vacationers as they are subjected to fresh-water shark attacks.,"['Horror', 'Thriller']","['Sara Paxton', 'Chris Carmack', 'Joel David Moore']",David R. Ellis,8.363702,https://image.tmdb.org/t/p/w500/cjfRqUXtNc2iJHfP60HTq9nFs0.jpg
10397,Angela's Ashes,"Based on the best selling autobiography by Irish expat Frank McCourt, Angela's Ashes follows the experiences of young Frankie and his family as they try against all odds to escape the poverty endemic in the slums of pre-war Limerick. The film opens with the family in Brooklyn, but following the death of one of Frankie's siblings, they return home, only to find the situation there even worse. Prejudice against Frankie's Northern Irish father makes his search for employment in the Republic difficult despite his having fought for the IRA, and when he does find money, he spends the money on drink.",['Drama'],"['Emily Watson', 'Robert Carlyle', 'Joe Breen']",Alan Parker,4.88794,https://image.tmdb.org/t/p/w500/3Zzcys11nAPP14sKW9l97fIHhkK.jpg
200505,Draft Day,"At the NFL Draft, general manager Sonny Weaver has the opportunity to rebuild his team when he trades for the number one pick. He must decide what he's willing to sacrifice on a life-changing day for a few hundred young men with NFL dreams.",['Drama'],"['Kevin Costner', 'Jennifer Garner', 'Tom Welling']",Ivan Reitman,14.17009,https://image.tmdb.org/t/p/w500/bnl2ocjS1io4UCPhjoFuPKmJ9bf.jpg
11954,Lifeforce,A space shuttle mission investigating Halley's Comet brings back a malevolent race of space vampires who transform most of London's population into zombies. The only survivor of the expedition and British authorities attempt to capture a mysterious but beautiful alien woman who appears responsible.,"['Fantasy', 'Horror', 'Science Fiction', 'Thriller']","['Steve Railsback', 'Peter Firth', 'Frank Finlay']",Tobe Hooper,12.18362,https://image.tmdb.org/t/p/w500/AeLmyhJNQd2BMFGER36ctAeDhIp.jpg
60309,The Conspirator,"Mary Surratt is the lone female charged as a co-conspirator in the assassination trial of Abraham Lincoln. As the whole nation turns against her, she is forced to rely on her reluctant lawyer to uncover the truth and save her life.","['Crime', 'Drama', 'History']","['Evan Rachel Wood', 'James McAvoy', 'Kevin Kline']",Robert Redford,9.169271,https://image.tmdb.org/t/p/w500/a2ubkGUjGYeKRN1C2Tib0rmjuWf.jpg
9787,Lords of Dogtown,"The film follows the surf and skateboarding trends that originated in Venice, California during the 1970s.",['Drama'],"['Emile Hirsch', 'Victor Rasuk', 'Rebecca De Mornay']",Catherine Hardwicke,8.127728,https://image.tmdb.org/t/p/w500/k2NiPfydLSwmk28C6qpvpJPuqtq.jpg
293646,The 33,"Based on a true story about the collapse at the mine in San Jose, Chile that  left 33 miners isolated underground for 69 days.","['Drama', 'History']","['Antonio Banderas', 'Rodrigo Santoro', 'Juliette Binoche']",Patricia Riggen,10.699952,https://image.tmdb.org/t/p/w500/hpXkIuAlIlcNYACRE2MssxnHvZQ.jpg
6978,Big Trouble in Little China,"When trucker, Jack Burton agreed to take his friend, Wang Chi to pick up his fiancee at the airport, he never expected to get involved in a supernatural battle between good and evil. Wang's fiancee has emerald green eyes, which make her a perfect target for immortal sorcerer, Lo Pan and his three invincible cronies. Lo Pan must marry a girl with green eyes so he can regain his physical form.","['Action', 'Adventure', 'Comedy', 'Fantasy']","['Kurt Russell', 'Kim Cattrall', 'Dennis Dun']",John Carpenter,29.796394,https://image.tmdb.org/t/p/w500/gI2Qs1yTTj3NcESJyttCkbmJ4k9.jpg
133698,Fly Me to the Moon,"Successful woman in love tries to break her family curse of every first marriage ending in divorce, by dashing to the alter with a random stranger before marrying her boyfriend.","['Comedy', 'Romance']","['Diane Kruger', 'Dany Boon', 'Alice Pol']",Pascal Chaumeil,11.60921,https://image.tmdb.org/t/p/w500/iPFBW4KaLyCdXwEsa2TXRBW0Jxe.jpg
59440,Warrior,"The inspirational story of an estranged family that finds redemption in the unlikeliest of places…the MMA ring. Tommy Riordan (Tom Hardy), an ex-marine with a tragic past, returns home and enlists his father (Nick Nolte), a recovering alcoholic and former wrestling coach, to train him for “Sparta”, the biggest MMA tournament ever held. But when Tommy’s underdog brother, Brendan (Joel Edgerton), fights his way into the tournament, the two brothers must finally confront each other and the forces that pulled them apart. What ensues is the most gut-wrenching, soul-stirring, and unforgettable battle of their lives.","['Action', 'Drama']","['Tom Hardy', 'Jennifer Morrison', 'Nick Nolte']",Gavin O'Connor,51.915025,https://image.tmdb.org/t/p/w500/iM8n4nZJPR2abpnyZ36FUgHiRjr.jpg
1770,Michael Collins,"Michael Collins plays a crucial role in the establishment of the Irish Free State in the 1920s, but becomes vilified by those hoping to create a completely independent Irish republic.","['Drama', 'Thriller']","['Liam Neeson', 'Aidan Quinn', 'Stephen Rea']",Neil Jordan,8.314624,https://image.tmdb.org/t/p/w500/brIBbU6t9glEGAKRTJ4PMj9OiDC.jpg
10655,Gettysburg,"Summer 1863. The Confederacy pushes north into Pennsylvania. Union divisions converge to face them. The two great armies clash at Gettysburg, site of a theology school. For three days, through such legendary actions as Little Round Top and Pickett's Charge, the fate of ""one nation, indivisible"" hangs in the balance.","['War', 'Drama', 'History']","['Jeff Daniels', 'Tom Berenger', 'Martin Sheen']",Ronald F. Maxwell,5.529035,https://image.tmdb.org/t/p/w500/k0XKdT3QbycMB8f2H7CEZVx2t4m.jpg
8988,Stop-Loss,"A veteran soldier returns from his completed tour of duty in Iraq, only to find his life turned upside down when he is arbitrarily ordered to return to field duty by the Army.","['Drama', 'War']","['Ryan Phillippe', 'Abbie Cornish', 'Joseph Gordon-Levitt']",Kimberly Peirce,4.002579,https://image.tmdb.org/t/p/w500/hsmZcNzPGnZwRgCKAfIr1JngYu5.jpg
15992,Abandon,"A psychological thriller about a senior at one of America's most prestigious universities. Under enormous pressure to complete her thesis and earn a top job at one of the world's most competitive consulting firms, Katie is still coping with the sudden unexplained disappearance of her first love two years prior. As the investigation continues, Katie is forced to choose between past passions and new possibilities, even as new facts are uncovered.","['Drama', 'Mystery', 'Thriller']","['Katie Holmes', 'Benjamin Bratt', 'Charlie Hunnam']",Stephen Gaghan,3.888776,https://image.tmdb.org/t/p/w500/7zRmopB7pnveyhFaCRSMZMiGO0v.jpg
17707,Brokedown Palace,"Best friends Alice and Darlene take a trip to Thailand after graduating high school. In Thailand, they meet a captivating Australian man, who calls himself Nick Parks. Darlene is particularly smitten with Nick and convinces Alice to take Nick up on his offer to treat the two of them to what amounts to a day trip to Hong Kong. In the airport, the girls are seized by the police and shocked to discover that one of their bags contains heroin.","['Drama', 'Thriller']","['Claire Danes', 'Kate Beckinsale', 'Bill Pullman']",Jonathan Kaplan,7.296459,https://image.tmdb.org/t/p/w500/pWxoggA0KCS5oMPDOjIDYZYzryE.jpg
77883,The Possession,"A young girl buys an antique box at a yard sale, unaware that inside the collectible lives a malicious ancient spirit. The girl's father teams with his ex-wife to find a way to end the curse upon their child.","['Horror', 'Thriller']","['Jeffrey Dean Morgan', 'Natasha Calis', 'Madison Davenport']",Ole Bornedal,21.680424,https://image.tmdb.org/t/p/w500/4VxIbGO5A9HRlkAPMi70zimosDY.jpg
40001,Mrs. Winterbourne,"Connie Doyle is eighteen and pregnant her boyfriend has kicked her out. She accidentaly ends up on a train where she meets Hugh Winterbourne and his wife Patricia who is pregnant. The train wrecks and she wakes up in the hosptial to find out that it's been assumed that she's Patricia. Hugh's mother takes her in and she falls in love with Hugh's brother Bill. Just when she thinks everything is going her way, her ex-boyfriend shows up.","['Comedy', 'Romance', 'Drama']","['Shirley MacLaine', 'Ricki Lake', 'Brendan Fraser']",Richard Benjamin,7.946769,https://image.tmdb.org/t/p/w500/ppHqVo9uAFZYMvRm9x0XUtnyQPR.jpg
64639,Straw Dogs,"L.A. screenwriter David Sumner relocates with his wife, Amy, to her hometown in the deep South. There, while tensions build between them, a brewing conflict with locals becomes a threat to them both.","['Drama', 'Thriller']","['James Marsden', 'Kate Bosworth', 'Alexander Skarsgård']",Rod Lurie,7.473455,https://image.tmdb.org/t/p/w500/hSW5Msz5Cr6vUQxChPSPdxufnss.jpg
9903,The Hoax,"In what would cause a fantastic media frenzy, Clifford Irving sells his bogus biography of Howard Hughes to a premiere publishing house in the early 1970s.","['Comedy', 'Drama']","['Richard Gere', 'Alfred Molina', 'Marcia Gay Harden']",Lasse Hallström,5.073536,https://image.tmdb.org/t/p/w500/u5KESAGmNa5NLsSbpHVUDWT4ENR.jpg
21338,Stone Cold,"Joe Huff (Brian Bosworth) is a tough, loner cop with a flair for infiltrating dangerous biker gangs. The FBI blackmail Joe into an undercover operation that entails infiltrating ""The Brotherhood"" - a powerful Mississippi biker gang linked in the murder of government officials as well as dealing drugs with the mafia.","['Action', 'Crime', 'Thriller']","['Brian Bosworth', 'Lance Henriksen', 'William Forsythe']",Craig R. Baxley,3.623002,https://image.tmdb.org/t/p/w500/4nW7wZKKjzZ5zriDfIjpJcZIyZS.jpg
20766,The Road,"A father and his son walk alone through burned America. Nothing moves in the ravaged landscape save the ash on the wind and water. It is cold enough to crack stones, and, when the snow falls it is gray. The sky is dark. Their destination is the warmer south, although they don't know what, if anything, awaits them there.","['Adventure', 'Drama']","['Viggo Mortensen', 'Kodi Smit-McPhee', 'Charlize Theron']",John Hillcoat,41.075532,https://image.tmdb.org/t/p/w500/qLaXnLzqleBWQtjvZ6JGVSaKoC3.jpg
24264,Sheena,"Sheena's white parents are killed while on Safari. She is raised by the mystical witch woman of an African tribe. When her foster mother is framed for the murder of a political leader, Sheena and a newsman, Vic Casey are forced to flee while pursued by the mercenaries hired by the real killer, who hopes to assume power. Sheena's ability to talk to the animals and knowledge of jungle lore give them a chance against the high tech weapons of the mercenaries.","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Science Fiction']","['Tanya Roberts', 'Ted Wass', 'Donovan Scott']",John Guillermin,4.020194,https://image.tmdb.org/t/p/w500/g3MC1eYoW1Se9fQzCOZ5tfyMatl.jpg
19803,Underclassman,A young detective goes undercover at an elite private school to destroy an international stolen car ring.,"['Action', 'Comedy']","['Nick Cannon', 'Roselyn Sánchez', 'Shawn Ashmore']",Marcos Siega,2.083856,https://image.tmdb.org/t/p/w500/kOpQ5doAbDaxKyGq91PugsCTOYO.jpg
20309,Say It Isn't So,"Boy meets girl; boy falls in love (and had wild, non-stop sex) with girl; boy loses girl... when they discover they are brother and sister! But when he learns that he's the victim of the ultimate case of mistaken identity, the lovesick young man -- whom everyone still thinks is after some taboo thrills -- must race across the country to stop her from marrying another man.","['Comedy', 'Romance']","['Chris Klein', 'Heather Graham', 'Orlando Jones']",J.B. Rogers,2.909346,https://image.tmdb.org/t/p/w500/gHEI41EWj9dEscfEiKgw6a2uUez.jpg
9912,The World's Fastest Indian,"The life story of New Zealander Burt Munro, who spent years building a 1920 Indian motorcycle -- a bike which helped him set the land-speed world record at Utah's Bonneville Salt Flats in 1967.",['Drama'],"['Anthony Hopkins', 'Iain Rea', 'Tessa Mitchell']",Roger Donaldson,8.450513,https://image.tmdb.org/t/p/w500/vUIwPFAAXeCUuS040uGC0xSatcG.jpg
9067,Tank Girl,"Based on the British cult comic-strip, our tank-riding anti-heroine fights a mega-corporation, which controls the world's water supply.","['Action', 'Comedy', 'Fantasy', 'Science Fiction']","['Lori Petty', 'Ice-T', 'Naomi Watts']",Rachel Talalay,8.186936,https://image.tmdb.org/t/p/w500/dpX63vJd6k5fMTudLaEOw9ffX8h.jpg
27360,King's Ransom,"Hoping to foil his own gold-digging wife's plan, a loathsome businessman arranges his own kidnapping, only to realize that there are plenty of other people interested in his wealth as well.","['Comedy', 'Crime']","['Anthony Anderson', 'Jay Mohr', 'Kellita Smith']",Jeffrey W. Byrd,5.079017,https://image.tmdb.org/t/p/w500/lH8Nugl7DnMaMHfOChEFNXXQ3zX.jpg
8338,Blindness,"When a sudden plague of blindness devastates a city, a small group of the afflicted band together to triumphantly overcome the horrific conditions of their imposed quarantine.","['Drama', 'Mystery', 'Science Fiction', 'Thriller']","['Julianne Moore', 'Mark Ruffalo', 'Alice Braga']",Fernando Meirelles,17.603823,https://image.tmdb.org/t/p/w500/deBsx5IxyqCC217j3VY24TkkE0Z.jpg
168705,BloodRayne,"In eighteenth century Romania, Rayne, a dhampir (half-human, half-vampire), prone to fits of blind blood rage but saddled with a compunction for humans, strives to avenge her mother's rape by her father, Kagan, King of Vampires. Two vampire hunters, Sebastian and Vladimir, from the Brimstone Society persuade her to join their cause.","['Action', 'Adventure', 'Fantasy', 'Horror']","['Kristanna Loken', 'Ben Kingsley', 'Michelle Rodriguez']",Uwe Boll,7.008216,https://image.tmdb.org/t/p/w500/1Xy9uu5INNMnyF7W6BTEQkkGOZC.jpg
72113,Carnage,"After 11-year-old Zachary Cowan strikes his classmate across the face with a stick after an argument, the victim's parents invite Zachary's parents to their Brooklyn apartment to deal with the incident in a civilized manner.","['Comedy', 'Drama']","['Kate Winslet', 'Jodie Foster', 'Christoph Waltz']",Roman Polanski,20.011435,https://image.tmdb.org/t/p/w500/3Imx53XV3T02ADlMxYazYXVNysZ.jpg
9729,Where the Truth Lies,An ambitious reporter probes the reasons behind the sudden split of a 1950s comedy team.,"['Drama', 'Mystery', 'Thriller']","['Kevin Bacon', 'Colin Firth', 'Alison Lohman']",Atom Egoyan,4.051221,https://image.tmdb.org/t/p/w500/4gWQoxAmSeBaugpccnWdlg5Ov6f.jpg
94352,Cirque du Soleil: Worlds Away,"An original story featuring performances by Cirque du Soleil. A young woman is entranced by an Aerialist. When they fall into the dreamlike world of Cirque du Soleil and are separated, they travel through the different tent worlds trying to find each other.","['Fantasy', 'Family']","['Erica Linz', 'Igor Zaripov', 'Matt Gillanders']",Andrew Adamson,5.987486,https://image.tmdb.org/t/p/w500/jAt4ugebhXKmAnirHAWe5P6gnMi.jpg
22256,Without Limits,"The film follows the life of famous 1970s runner Steve Prefontaine from his youth days in Oregon to the University of Oregon where he worked with the legendary coach Bill Bowerman, later to Olympics in Munich and his early death at 24 in a car crash.",['Drama'],"['Billy Crudup', 'Donald Sutherland', 'Monica Potter']",Robert Towne,3.849873,https://image.tmdb.org/t/p/w500/2HoKVqCzVOez7DEwHApc73bKobg.jpg
12404,Me and Orson Welles,"New York, 1937. A teenager hired to star in Orson Welles' production of Julius Caesar becomes attracted to a career-driven production assistant.","['Comedy', 'Drama', 'Romance']","['Zac Efron', 'Claire Danes', 'Christian McKay']",Richard Linklater,3.593165,https://image.tmdb.org/t/p/w500/jU7KFn4O1HLgzj9WkkmBkzJNPlN.jpg
152742,The Best Offer,"Virgil Oldman is a world renowned antiques expert and auctioneer. An eccentric genius, he leads a solitary life, going to extreme lengths to keep his distance from the messiness of human relationships. When appointed by the beautiful but emotionally damaged Claire to oversee the valuation and sale of her family’s priceless art collection, Virgil allows himself to form an attachment to her – and soon he is engulfed by a passion which will rock his bland existence to the core.","['Drama', 'Romance', 'Crime', 'Mystery']","['Geoffrey Rush', 'Jim Sturgess', 'Sylvia Hoeks']",Giuseppe Tornatore,30.058263,https://image.tmdb.org/t/p/w500/ibDGPgUZn6vxHiSgt2xeQyFp8Np.jpg
11699,The Bad Lieutenant: Port of Call - New Orleans,"Terrence McDonagh, a New Orleans Police sergeant, who starts out as a good cop, receiving a medal and a promotion to lieutenant for heroism during Hurricane Katrina. During his heroic act, McDonagh injures his back and later becomes addicted to prescription pain medication. McDonagh finds himself involved with a drug dealer who is suspected of murdering a family of African immigrants.","['Drama', 'Crime']","['Nicolas Cage', 'Eva Mendes', 'Val Kilmer']",Werner Herzog,17.339852,https://image.tmdb.org/t/p/w500/73jnKMm8bCcV1w2ltkaeJfLZJzX.jpg
49953,A Turtle's Tale: Sammy's Adventures,"A sea turtle who was hatched in 1959 spends the next 50 years traveling the world while it is being changed by global warming. Born on a Baja, California beach in 1959, new hatchling Sammy must do what his fellow newborn sea turtles are doing: race across the beach to the ocean before they are captured by a seagull or crab. Thus begins Sammy's incredible fifty-year ocean journey. Along the way he meets his best friend, a fellow turtle named Ray, and overcomes obstacles both natural and man-made while trying to fulfill his dream of travelling around the world. Throughout his voyage, Sammy never forgets about Shelly - the turtle he saved on his first day and loves passionately from afar. Based on the actual trajectory of a sea turtle's life, the film illustrates the dangers humans pose to the species' survival. The film combines entertainment with an important environmental message.","['Animation', 'Family']","['Yuri Lowenthal', 'Gemma Arterton', 'Isabelle Fuhrman']",Ben Stassen,15.805449,https://image.tmdb.org/t/p/w500/k5iNd9Uj1nyBZRZPwexcsvDVZ0O.jpg
48034,Little White Lies,"Despite a traumatic event, a group of friends decide to go ahead with their annual beach vacation. Their relationships, convictions, sense of guilt and friendship are sorely tested. They are finally forced to own up to the little white lies they've been telling each other.","['Comedy', 'Drama']","['François Cluzet', 'Marion Cotillard', 'Benoît Magimel']",Guillaume Canet,15.279021,https://image.tmdb.org/t/p/w500/djypJtQfUxeEMh6kc0aRzIoN9UR.jpg
39845,Love Ranch,Story of a couple that starts the first legal brothel in Nevada and a boxer they own a piece of.,['Drama'],"['Helen Mirren', 'Joe Pesci', 'Sergio Peris-Mencheta']",Taylor Hackford,5.000126,https://image.tmdb.org/t/p/w500/5Br0vFwX5UJZ60hwmSMMIKH2RgZ.jpg
25353,The True Story of Puss 'n Boots,"A free adaptation of Charles Perrault's famous Puss'n Boots, ""The True Story of Puss'n Boots"" is a story for young and old for the first time on cinema screens.","['Family', 'Adventure', 'Animation']","['Jérôme Deschamps', 'Yolande Moreau', 'Louise Wallon']",Jérôme Deschamps,1.684948,https://image.tmdb.org/t/p/w500/va4tC2RBC0uwpmq0cctruJmZgFs.jpg
36696,Space Dogs,"Belka, the amazing flying dog is unexpectedly hurdled into the streets of Moscow when the rocket she is in malfunctions during one of her circus routines. Fortunately the crash leads her to meet a streetwise dog named Strelka and her irredeemable rat friend Venya. Together with other amusing friends found along the way, the three find themselves in a space program-training center where they get sent away in a rocket, leaving planet Earth...","['Family', 'Animation']","['Anna Bolshova', 'Evgeny Mironov', 'Sergey Garmash']",Inna Evlannikova,5.753564,https://image.tmdb.org/t/p/w500/zufutvJv0KjMmuw8ldWpPLzkomT.jpg
109091,The Counselor,A rich and successful lawyer named Counselor is about to get married to his fiancée but soon meets up with the middle-man known as Westray who tells him his drug trafficking plan has taken a horrible twist and now he must protect himself and his soon bride-to-be lover as the truth of the drug business uncovers and targets become chosen.,"['Thriller', 'Crime', 'Drama']","['Michael Fassbender', 'Cameron Diaz', 'Javier Bardem']",Ridley Scott,35.022029,https://image.tmdb.org/t/p/w500/aNiLkGnzVb5CorZHKk16w9S4COt.jpg
38543,Ironclad,"In the year 1215, the rebel barons of England have forced their despised King John to put his royal seal on the Magna Carta, a seminal document that upheld the rights of free men. Yet within months of pledging himself to the great charter, the King reneged on his word and assembled a mercenary army on the south coast of England with the intention of bringing the barons and the country back under his tyrannical rule. Barring his way stood the mighty Rochester castle, a place that would become the symbol of the rebel's momentous struggle for justice and freedom.","['Romance', 'Adventure', 'Action', 'History']","['James Purefoy', 'Kate Mara', 'Jason Flemyng']",Jonathan English,12.31708,https://image.tmdb.org/t/p/w500/h7CP12wAThhw2WSOA1uIAqxg1fS.jpg
33157,Waterloo,"After defeating France and imprisoning Napoleon on Elba, ending two decades of war, Europe is shocked to find Napoleon has escaped and has caused the French Army to defect from the King back to him. The best of the British generals, the Duke of Wellington, beat Napolean's best generals in Spain and Portugal, but now must beat Napoleon himself with an Anglo Allied army.","['History', 'Action', 'Drama']","['Rod Steiger', 'Christopher Plummer', 'Orson Welles']",Sergey Bondarchuk,1.894749,https://image.tmdb.org/t/p/w500/zd4SV3qs5Xg7Yl8kqshU2fxTT0D.jpg
290864,Kung Fu Jungle,"A martial arts instructor working at a police academy gets imprisoned after killing a man by accident. But when a vicious killer starts targeting martial arts masters, the instructor offers to help the police in return for his freedom.","['Crime', 'Action', 'Thriller']","['Donnie Yen', 'Charlie Yeung', 'Wang Baoqiang']",Teddy Chan,6.895866,https://image.tmdb.org/t/p/w500/myZQ4WocOQQCXNGVJkHeeJ1jTEj.jpg
242166,Red Sky,"Disgraced Top Gun fighter pilot Butch Masters leads a rogue squad in recovery of a WMD. Masters must navigate a fractured friendship, a love triangle, and must take to the skies to reclaim his military and personal honor.","['Action', 'Thriller']","['Cam Gigandet', 'Rachael Leigh Cook', 'Shane West']",Mario Van Peebles,3.344158,https://image.tmdb.org/t/p/w500/h5wrpVvjeq8kgClO0CtX2aNOcxU.jpg
859,Dangerous Liaisons,Dangerous Liaisons is the film based on the novel of the same name by Choderlos de Laclos set in 18th century France. Marquise de Merteuil’s asks her ex-lover Vicomte de Valmont to seduce the future wife of another ex-lover of hers in return for one last night with her. Yet things don’t go as planned in this love triangle drama.,"['Drama', 'Romance']","['Glenn Close', 'John Malkovich', 'Michelle Pfeiffer']",Stephen Frears,14.480628,https://image.tmdb.org/t/p/w500/eNvJXuTQ7lusuUrIvS7wplORXBX.jpg
83770,On the Road,"Dean and Sal are the portrait of the Beat Generation. Their search for ""It"" results in a fast paced, energetic roller coaster ride with highs and lows throughout the U.S.","['Adventure', 'Drama']","['Garrett Hedlund', 'Sam Riley', 'Kristen Stewart']",Walter Salles,14.613152,https://image.tmdb.org/t/p/w500/k7LQteD02p3VHixbS6NXHkFdFwT.jpg
168,Star Trek IV: The Voyage Home,"Fugitives of the Federation for their daring rescue of Spock from the doomed Genesis Planet, Admiral Kirk (William Shatner) and his crew begin their journey home to face justice for their actions. But as they near Earth, they find it at the mercy of a mysterious alien presence whose signals are slowly destroying the planet. In a desperate attempt to answer the call of the probe, Kirk and his crew race back to the late twentieth century. However they soon find the world they once knew to be more alien than anything they've encountered in the far reaches of the galaxy!","['Science Fiction', 'Adventure']","['William Shatner', 'Leonard Nimoy', 'DeForest Kelley']",Leonard Nimoy,22.258428,https://image.tmdb.org/t/p/w500/xY5TzGXJOB3L9rhZ1MbbPyVlW5J.jpg
1246,Rocky Balboa,"When he loses a highly publicized virtual boxing match to ex-champ Rocky Balboa, reigning heavyweight titleholder, Mason Dixon retaliates by challenging Rocky to a nationally televised, 10-round exhibition bout. To the surprise of his son and friends, Rocky agrees to come out of retirement and face an opponent who's faster, stronger and thirty years his junior.",['Drama'],"['Sylvester Stallone', 'Burt Young', 'Milo Ventimiglia']",Sylvester Stallone,30.445257,https://image.tmdb.org/t/p/w500/byBlJvZwCqgtIwrZNv0pyE974jC.jpg
4233,Scream 2,"Two years after the terrifying events that occurred in Woodsboro, Sidney is now attending Windsor College in Cincinnati, and Gale Weathers' best selling book on Sidney's life has now been made into a major motion picture. When two college students are killed in a theatre while watching the new film 'Stab', Sidney knows deep down that history is repeating itself.","['Horror', 'Mystery']","['David Arquette', 'Neve Campbell', 'Courteney Cox']",Wes Craven,35.244037,https://image.tmdb.org/t/p/w500/dORlVasiaDkJXTqt9bdH7nFNs6C.jpg
174751,Jane Got a Gun,"After her outlaw husband returns home shot with eight bullets and barely alive, Jane reluctantly reaches out to an ex-lover who she hasn't seen in over ten years to help her defend her farm when the time comes that her husband's gang eventually tracks him down to finish the job.","['Action', 'Drama', 'Western']","['Natalie Portman', 'Joel Edgerton', 'Ewan McGregor']",Gavin O'Connor,15.333575,https://image.tmdb.org/t/p/w500/hmfZZ7QeD2RTqkCQX09OC2ehawz.jpg
184098,Think Like a Man Too,"All the couples are back for a wedding in Las Vegas, but plans for a romantic weekend go awry when their various misadventures get them into some compromising situations that threaten to derail the big event.","['Comedy', 'Romance']","['Adam Brody', 'Michael Ealy', 'Jerry Ferrara']",Tim Story,15.237142,https://image.tmdb.org/t/p/w500/bsKfhf0y9Zx7h4j5GHu1JANpKwl.jpg
2069,The Whole Nine Yards,"A mobster named Jimmy the Tulip agrees to cooperate with an FBI investigation in order to stay out of prison; he's relocated by the authorities to a life of suburban anonymity as part of a witness protection program. It's not long before a couple of his new neighbors figure out his true identity and come knocking to see if he'd be up for one more hit, suburban style.","['Comedy', 'Crime']","['Bruce Willis', 'Matthew Perry', 'Rosanna Arquette']",Jonathan Lynn,23.441135,https://image.tmdb.org/t/p/w500/rDV7ntPLY0ZDBT722Odsi80nFrn.jpg
1788,Footloose,"When teenager Ren and his family move from big-city Chicago to a small town in the West, he's in for a real case of culture shock.","['Drama', 'Family', 'Music', 'Romance']","['Kevin Bacon', 'John Lithgow', 'Dianne Wiest']",Herbert Ross,25.03414,https://image.tmdb.org/t/p/w500/9JEDjBCXCx3eKTSkXwispf0UN3O.jpg
11635,Old School,Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater.,['Comedy'],"['Luke Wilson', 'Will Ferrell', 'Vince Vaughn']",Todd Phillips,24.70166,https://image.tmdb.org/t/p/w500/nYtuwNHpEoIbTgS3aFPSEwZNN6l.jpg
177,The Fisher King,Two troubled men face their terrible destinies and events of their past as they join together on a mission to find the Holy Grail and thus to save themselves.,"['Comedy', 'Drama']","['Jeff Bridges', 'Robin Williams', 'Mercedes Ruehl']",Terry Gilliam,16.146572,https://image.tmdb.org/t/p/w500/hwIYw22HmAUMobV4zsX69MgfVUz.jpg
3600,I Still Know What You Did Last Summer,"Unfinished business with coed Julie James brings the murderer to the Bahamas to terrorize her and her friends, Karla, Tyrell and Will, during a vacation. Can Ray Bronson who survived a bloody attack alongside Julie two summers ago, get to the island in time to save everyone?","['Horror', 'Mystery', 'Thriller']","['Jennifer Love Hewitt', 'Freddie Prinze Jr.', 'Mekhi Phifer']",Danny Cannon,20.793026,https://image.tmdb.org/t/p/w500/eg3d6hvTaOmW3lNErFfutBmWmAR.jpg
2621,Return to Me,"It took a lot of cajoling to get Bob (Duchovny), a recently widowed architect, to go on a blind date at a quirky Irish-Italian eatery. Once there, he's smitten instantly not with his date but with the sharp-witted waitress, Grace (Driver). Everything seems to be going great until an unbelievable truth is revealed, one that could easily break both of their hearts for good.","['Romance', 'Comedy', 'Drama']","['David Duchovny', 'Minnie Driver', ""Carroll O'Connor""]",Bonnie Hunt,5.771479,https://image.tmdb.org/t/p/w500/mtYZyZh7hSiTq3gAU0C8FlcMC5.jpg
10358,Zack and Miri Make a Porno,"Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought.",['Comedy'],"['Seth Rogen', 'Elizabeth Banks', 'Jennifer Schwalbach Smith']",Kevin Smith,27.326466,https://image.tmdb.org/t/p/w500/ipePhKf87FixwfAVJ8MMWK53caI.jpg
